year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party_detailed,writein,mode,candidatevotes,totalvotes,unofficial,version,party_simplified,vote_percentage
2004-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Thomas Trump,Constitution,False,Total,9009,2321931,False,20210114,Other,0.38799602572169456
2004-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Maria Allwine,Green,False,Total,24816,2321931,False,20210114,Other,1.068765609313972
2004-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,Nancy Farmer,Democrat,False,Total,1158261,2706402,False,20210114,Democrat,42.797078926190565
2004-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,Don Griffin,Constitution,False,Total,10404,2706402,False,20210114,Other,0.3844218264692385
2004-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,Kevin Tull,Libertarian,False,Total,19648,2706402,False,20210114,Libertarian,0.7259823189607457
2004-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,Richard Ziser,Republican,False,Total,284640,810068,False,20210114,Republican,35.137790901504566
2004-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,Harry Reid,Democrat,False,Total,494805,810068,False,20210114,Democrat,61.08190917305708
2004-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,Other,Unknown Party,False,Total,12968,810068,False,20210114,Other,1.6008532617014868
2004-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,Gary Marinch,Natural Law,False,Total,2095,810068,False,20210114,Other,0.2586202639778389
2004-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,David K. Schumann,Independent American,False,Total,6001,810068,False,20210114,Other,0.7408020067451128
2004-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,Thomas L. Hurst,Libertarian,False,Total,9559,810068,False,20210114,Libertarian,1.1800243930139198
2004-01-01,New Hampshire,Nh,33,12,4,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,102,657086,False,20210114,Other,0.015523082214504647
2004-01-01,New Hampshire,Nh,33,12,4,Us Senate,Statewide,Gen,False,Doris R. Haddock,Democrat,False,Total,221549,657086,False,20210114,Democrat,33.716895505306766
2004-01-01,New Hampshire,Nh,33,12,4,Us Senate,Statewide,Gen,False,Blank Vote/Scattering,Unknown Party,False,Total,588,657086,False,20210114,Other,0.08948600335420326
2004-01-01,New Hampshire,Nh,33,12,4,Us Senate,Statewide,Gen,False,Judd Gregg,Republican,False,Total,434847,657086,False,20210114,Republican,66.17809540912452
2004-01-01,North Carolina,Nc,37,56,47,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,362,3472082,False,20210114,Other,0.010426021044433858
2004-01-01,North Carolina,Nc,37,56,47,Us Senate,Statewide,Gen,False,Tom Bailey,Libertarian,False,Total,47743,3472082,False,20210114,Libertarian,1.3750539301779163
2004-01-01,North Dakota,Nd,38,44,36,Us Senate,Statewide,Gen,False,Byron L. Dorgan,Democrat,False,Total,212143,310696,False,20210114,Democrat,68.27992635888457
2004-01-01,North Dakota,Nd,38,44,36,Us Senate,Statewide,Gen,False,Mike Liffrig,Republican,False,Total,98553,310696,False,20210114,Republican,31.72007364111543
2004-01-01,Ohio,Oh,39,31,24,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,296,5425823,False,20210114,Other,0.00545539358729542
2004-01-01,Oklahoma,Ok,40,73,53,Us Senate,Statewide,Gen,False,Brad Carson,Democrat,False,Total,596750,1446846,False,20210114,Democrat,41.24488715454167
2004-01-01,Oklahoma,Ok,40,73,53,Us Senate,Statewide,Gen,False,Sheila Bilyeu,Independent,False,Total,86663,1446846,False,20210114,Other,5.989787441096012
2004-01-01,Oklahoma,Ok,40,73,53,Us Senate,Statewide,Gen,False,Tom Coburn,Republican,False,Total,763433,1446846,False,20210114,Republican,52.765325404362315
2004-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,Teresa Keane,Pacific Green,False,Total,43053,1780550,False,20210114,Other,2.417960742467215
2004-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,Dan Fitzgerald,Libertarian,False,Total,29582,1780550,False,20210114,Libertarian,1.6613967594282666
2004-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,Other,Unknown Party,False,Total,1536,1780550,False,20210114,Other,0.08626547976748757
2004-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,Al King,Republican,False,Total,565254,1780550,False,20210114,Republican,31.746033528965768
2004-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,Ron Wyden,Democrat,False,Total,1128728,1780550,False,20210114,Democrat,63.39209794726348
2004-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,David Brownlow,Constitution,False,Total,12397,1780550,False,20210114,Other,0.6962455421077757
2004-01-01,Pennsylvania,Pa,42,23,14,Us Senate,Statewide,Gen,False,Betsy Summer,Libertarian,False,Total,79263,5559105,False,20210114,Libertarian,1.4258230416586843
2004-01-01,Pennsylvania,Pa,42,23,14,Us Senate,Statewide,Gen,False,James N. Clymer,Constitution,False,Total,220056,5559105,False,20210114,Other,3.95847892781302
2004-01-01,Pennsylvania,Pa,42,23,14,Us Senate,Statewide,Gen,False,Blank Vote/Scattering,Unknown Party,False,Total,580,5559105,False,20210114,Other,0.010433334142816155
2004-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Tee Ferguson,United Citizens,False,Total,5859,1597221,False,20210114,Other,0.36682462852667225
2004-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,1286,1597221,False,20210114,Other,0.08051484422005471
2004-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Patrick Tyndall,Constitution,False,Total,13464,1597221,False,20210114,Other,0.842964123311677
2004-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Rebekah E. Sutherland,Libertarian,False,Total,10678,1597221,False,20210114,Libertarian,0.6685361637494123
2004-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Jim Demint,Republican,False,Total,857167,1597221,False,20210114,Republican,53.66614889235741
2004-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Inez Tenenbaum,Democrat,False,Total,704384,1597221,False,20210114,Democrat,44.10059722480483
2004-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Efia Nwangaza,Green,False,Total,4245,1597221,False,20210114,Other,0.26577411641845433
2004-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Efia Nwangaza,Independence,False,Total,138,1597221,False,20210114,Other,0.00864000661148332
2004-01-01,South Dakota,Sd,46,45,37,Us Senate,Statewide,Gen,False,Tom Daschle,Democrat,False,Total,193340,391188,False,20210114,Democrat,49.423806456230764
2004-01-01,South Dakota,Sd,46,45,37,Us Senate,Statewide,Gen,False,John Thune,Republican,False,Total,197848,391188,False,20210114,Republican,50.576193543769236
2004-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,R. Paul Van Dam,Democrat,False,Total,258955,911726,False,20210114,Democrat,28.4027218703865
2004-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Robert F. Bennett,Republican,False,Total,626640,911726,False,20210114,Republican,68.73117581378617
2004-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,18,911726,False,20210114,Other,0.001974277359645332
2004-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,8824,911726,False,20210114,Other,0.9678346345283562
2004-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Gary R. Van Horn,Constitution,False,Total,17289,911726,False,20210114,Other,1.8962934039393413
2004-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Ben Mitchell,Liberty Union,False,Total,879,307208,False,20210114,Other,0.2861253613187157
2004-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Craig Hill,Vermont Green,False,Total,3999,307208,False,20210114,Other,1.3017239134397542
2004-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Keith Stern,Independent,False,Total,3300,307208,False,20210114,Other,1.0741907762818677
2004-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,174,307208,False,20210114,Other,0.056639150022134835
2004-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Jack Mcmullen,Republican,False,Total,75398,307208,False,20210114,Republican,24.54298065154553
2004-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Patrick J. Leahy,Democrat,False,Total,216972,307208,False,20210114,Democrat,70.62706700346345
2004-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Cris Ericson,Marijuana,False,Total,6486,307208,False,20210114,Other,2.1112731439285435
2004-01-01,Washington,Wa,53,91,73,Us Senate,Statewide,Gen,False,Mark B. Wilson,Green,False,Total,30304,2818651,False,20210114,Other,1.075124234962044
2004-01-01,Washington,Wa,53,91,73,Us Senate,Statewide,Gen,False,J. Mills,Libertarian,False,Total,34055,2818651,False,20210114,Libertarian,1.2082020796473205
2004-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Arif Khan,Libertarian,False,Total,8367,2949743,False,20210114,Libertarian,0.2836518300068854
2004-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Blank Vote/Scattering,Unknown Party,False,Total,834,2949743,False,20210114,Other,0.0282736496026942
2004-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Eugene A. Hem,Independent,False,Total,6662,2949743,False,20210114,Other,0.2258501842363894
2006-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Jim Pederson,Democrat,False,Total,664141,1526782,False,20210114,Democrat,43.49939939035173
2006-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,12,1526782,False,20210114,Other,0.0007859668243403446
2006-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Jon Kyl,Republican,False,Total,814398,1526782,False,20210114,Republican,53.340817484093996
2006-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Richard Mack,Libertarian,False,Total,48231,1526782,False,20210114,Libertarian,3.15899715872993
2006-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Joseph I. Lieberman,Connecticut For Lieberman,False,Total,564095,1134777,False,20210114,Other,49.70976676474761
2006-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Timothy A. Knibbs,Concerned Citizens,False,Total,4638,1134777,False,20210114,Other,0.4087146637621312
2006-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Alan Schlesinger,Republican,False,Total,109198,1134777,False,20210114,Republican,9.622859821797586
2006-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,80,1134777,False,20210114,Other,0.007049843273171734
2006-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Ned Lamont,Democrat,False,Total,450844,1134777,False,20210114,Democrat,39.72974425812296
2006-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Ralph A. Ferrucci,Green,False,Total,5922,1134777,False,20210114,Other,0.5218646482965376
2006-01-01,Delaware,De,10,51,11,Us Senate,Statewide,Gen,False,Jan Ting,Republican,False,Total,69734,242972,False,20210114,Republican,28.700426386579526
2006-01-01,Delaware,De,10,51,11,Us Senate,Statewide,Gen,False,William E. Morris,Libertarian,False,Total,2671,242972,False,20210114,Libertarian,1.0993036234627858
2006-01-01,Delaware,De,10,51,11,Us Senate,Statewide,Gen,False,Thomas R. Carper,Democrat,False,Total,170567,242972,False,20210114,Democrat,70.20026998995769
2006-01-01,Florida,Fl,12,59,43,Us Senate,Statewide,Gen,False,Belinda Noah,None,False,Total,24880,4793534,False,20210114,Other,0.5190325133815678
2006-01-01,Florida,Fl,12,59,43,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,16,4793534,False,20210114,Other,0.0003337829668048667
2006-01-01,Florida,Fl,12,59,43,Us Senate,Statewide,Gen,False,Floyd Ray Frazier,None,False,Total,16628,4793534,False,20210114,Other,0.34688394825195773
2006-01-01,Florida,Fl,12,59,43,Us Senate,Statewide,Gen,False,Brian Moore,None,False,Total,19695,4793534,False,20210114,Other,0.41086597070136566
2006-01-01,Florida,Fl,12,59,43,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,78,4793534,False,20210114,Other,0.001627191963173725
2006-01-01,Florida,Fl,12,59,43,Us Senate,Statewide,Gen,False,Roy Tanner,None,False,Total,15562,4793534,False,20210114,Other,0.32464565808858353
2006-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Lloyd Jeffrey Mallan,Libertarian,False,Total,6415,342842,False,20210114,Libertarian,1.8711243079902695
2006-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Cynthia Thielen,Republican,False,Total,126097,342842,False,20210114,Republican,36.77991611296166
2006-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Daniel K. Akaka,Democrat,False,Total,210330,342842,False,20210114,Democrat,61.34895957904808
2006-01-01,Indiana,In,18,32,22,Us Senate,Statewide,Gen,False,Richard G. Lugar,Republican,False,Total,1171553,1341111,False,20210114,Republican,87.35690036096938
2006-01-01,Indiana,In,18,32,22,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,294,1341111,False,20210114,Other,0.02192212277730926
2006-01-01,Indiana,In,18,32,22,Us Senate,Statewide,Gen,False,Steve Osborn,Libertarian,False,Total,168820,1341111,False,20210114,Libertarian,12.58807063695697
2006-01-01,Indiana,In,18,32,22,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,444,1341111,False,20210114,Other,0.0331068792963446
2006-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,Other,Unknown Party,False,Total,179,545128,False,20210114,Other,0.032836324679708255
2006-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,Olympia J. Snowe,Republican,False,Total,405596,545128,False,20210114,Republican,74.40380974743547
2006-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,William H. Slavick,Independent,False,Total,26222,545128,False,20210114,Other,4.8102464008453065
2006-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,Jean M. Hay Bright,Democrat,False,Total,113131,545128,False,20210114,Democrat,20.75310752703952
2006-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,120,1781139,False,20210114,Other,0.006737261943060031
2006-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Kevin Zeese,Green,False,Total,27564,1781139,False,20210114,Other,1.547549068320889
2006-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Michael S. Steele,Republican,False,Total,787182,1781139,False,20210114,Republican,44.195427757182344
2006-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,796,1781139,False,20210114,Other,0.04469050422229821
2006-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Benjamin L. Cardin,Democrat,False,Total,965477,1781139,False,20210114,Democrat,54.205595408331405
2006-01-01,Massachusetts,Ma,25,14,3,Us Senate,Statewide,Gen,False,Blank Vote/Scattering,Unknown Party,False,Total,78345,2243835,False,20210114,Other,3.491566893287608
2006-01-01,Massachusetts,Ma,25,14,3,Us Senate,Statewide,Gen,False,Other,Unknown Party,False,Total,3220,2243835,False,20210114,Other,0.1435043129285353
2006-01-01,Massachusetts,Ma,25,14,3,Us Senate,Statewide,Gen,False,Kenneth G. Chase,Republican,False,Total,661532,2243835,False,20210114,Republican,29.482203459701807
2006-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,24,3780142,False,20210114,Other,0.0006348967843006956
2006-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,David Sole,Green,False,Total,23890,3780142,False,20210114,Other,0.6319868407059841
2006-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,Leonard Schwartz,Libertarian,False,Total,27012,3780142,False,20210114,Libertarian,0.7145763307304329
2006-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,W. Dennis Fitzsimons,U.S. Taxpayers,False,Total,18341,3780142,False,20210114,Other,0.48519341336912736
2006-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Ben Powers,Constitution,False,Total,5408,2202772,False,20210114,Other,0.24550884067892637
2006-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Mark R. Kennedy,Republican,False,Total,835653,2202772,False,20210114,Republican,37.936427374235734
2006-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,954,2202772,False,20210114,Other,0.04330906693929285
2006-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Michael James Cavlan,Green,False,Total,10714,2202772,False,20210114,Other,0.48638715218824286
2006-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Robert Fitzgerald,Independence,False,Total,71194,2202772,False,20210114,Other,3.2320185656981297
2006-01-01,Mississippi,Ms,28,64,46,Us Senate,Statewide,Gen,False,Harold M. Taylor,Libertarian,False,Total,9522,610921,False,20210114,Libertarian,1.5586303302718354
2006-01-01,Mississippi,Ms,28,64,46,Us Senate,Statewide,Gen,False,Trent Lott,Republican,False,Total,388399,610921,False,20210114,Republican,63.57597790876398
2006-01-01,Mississippi,Ms,28,64,46,Us Senate,Statewide,Gen,False,Erik R. Fleming,Democrat,False,Total,213000,610921,False,20210114,Democrat,34.86539176096418
2006-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,Frank Gilmour,Libertarian,False,Total,47792,2128459,False,20210114,Libertarian,2.245380343243633
2006-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,88,2128459,False,20210114,Other,0.004134446564392361
2006-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,James M. Talent,Republican,False,Total,1006941,2128459,False,20210114,Republican,47.30845179540692
2006-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,Lydia Lewis,Progressive,False,Total,18383,2128459,False,20210114,Other,0.8636764908320996
2006-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,Claire Mccaskill,Democrat,False,Total,1055255,2128459,False,20210114,Democrat,49.57835692395297
2006-01-01,Montana,Mt,30,81,64,Us Senate,Statewide,Gen,False,Conrad Burns,Republican,False,Total,196283,406505,False,20210114,Republican,48.28550694333403
2006-01-01,Montana,Mt,30,81,64,Us Senate,Statewide,Gen,False,Stan Jones,Libertarian,False,Total,10377,406505,False,20210114,Libertarian,2.552736128706904
2006-01-01,Montana,Mt,30,81,64,Us Senate,Statewide,Gen,False,Jon Tester,Democrat,False,Total,199845,406505,False,20210114,Democrat,49.16175692795907
2006-01-01,Nebraska,Ne,31,46,35,Us Senate,Statewide,Gen,False,Pete Ricketts,Republican,False,Total,213928,592316,False,20210114,Republican,36.1172077066971
2006-01-01,Nebraska,Ne,31,46,35,Us Senate,Statewide,Gen,False,E. Benjamin Nelson,Democrat,False,Total,378388,592316,False,20210114,Democrat,63.882792293302906
2006-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,David K. Schumann,Independent,False,Total,7774,582572,False,20210114,Other,1.3344273325872167
2006-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,Brendan Trainor,Libertarian,False,Total,5269,582572,False,20210114,Libertarian,0.9044375630823314
2006-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,Other,Unknown Party,False,Total,8232,582572,False,20210114,Other,1.413044224576533
2006-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,John Ensign,Republican,False,Total,322501,582572,False,20210114,Republican,55.358135990057875
