year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party_detailed,writein,mode,candidatevotes,totalvotes,unofficial,version,party_simplified,vote_percentage
2002-01-01,Kansas,Ks,20,47,32,Us Senate,Statewide,Gen,False,Steven A. Rosile,Libertarian,False,Total,70725,776850,False,20210114,Libertarian,9.104074145587951
2002-01-01,Kansas,Ks,20,47,32,Us Senate,Statewide,Gen,False,George Cook,Reform,False,Total,65050,776850,False,20210114,Other,8.373559889296518
2002-01-01,Kansas,Ks,20,47,32,Us Senate,Statewide,Gen,False,Pat Roberts,Republican,False,Total,641075,776850,False,20210114,Republican,82.52236596511553
2002-01-01,Kentucky,Ky,21,61,51,Us Senate,Statewide,Gen,False,Mitch Mcconnell,Republican,False,Total,731679,1131313,False,20210114,Republican,64.67520482837199
2002-01-01,Kentucky,Ky,21,61,51,Us Senate,Statewide,Gen,False,Lois Combs Weinberg,Democrat,False,Total,399634,1131313,False,20210114,Democrat,35.32479517162801
2002-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,Gary D. Robbins,Other,False,Total,2423,2481629,False,20210114,Other,0.09763747925253936
2002-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,"""Tony"" Perkins",Republican,False,Total,119776,2481629,False,20210114,Republican,4.826507104808978
2002-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,John Cooksey,Republican,False,Total,171752,2481629,False,20210114,Republican,6.920937819472613
2002-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,Mary L. Landrieu,Democrat,False,Total,638654,2481629,False,20210114,Democrat,25.73527308070626
2002-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,Raymond Brown,Democrat,False,Total,23553,2481629,False,20210114,Democrat,0.9490943247358892
2002-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,Suzanne Haik Terrell,Republican,False,Total,596642,2481629,False,20210114,Republican,24.042352825502924
2002-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,Suzanne Haik Terrell,Republican,False,Total,339506,2481629,False,20210114,Republican,13.680771783372938
2002-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,"Patrick E. ""Live Wire"" Landry",Other,False,Total,10442,2481629,False,20210114,Other,0.42077200097194223
2002-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,James Lemann,Other,False,Total,3866,2481629,False,20210114,Other,0.1557847687950133
2002-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,Ernest Edward Skillman Jr.,Republican,False,Total,1668,2481629,False,20210114,Republican,0.06721391473100935
2002-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,Mary L. Landrieu,Democrat,False,Total,573347,2481629,False,20210114,Democrat,23.103654897649893
2002-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,Susan M. Collins,Republican,False,Total,295041,504899,False,20210114,Republican,58.43564752554471
2002-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,Chellie Pingree,Democrat,False,Total,209858,504899,False,20210114,Democrat,41.56435247445528
2002-01-01,Massachusetts,Ma,25,14,3,Us Senate,Statewide,Gen,False,Other,Unknown Party,False,Total,6077,2220301,False,20210114,Other,0.27370162874312987
2002-01-01,Massachusetts,Ma,25,14,3,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,24898,2220301,False,20210114,Other,1.121379488636901
2002-01-01,Massachusetts,Ma,25,14,3,Us Senate,Statewide,Gen,False,Michael E. Cloud,Libertarian,False,Total,369807,2220301,False,20210114,Libertarian,16.65571469814228
2002-01-01,Massachusetts,Ma,25,14,3,Us Senate,Statewide,Gen,False,Blank Vote/Scattering,Unknown Party,False,Total,213543,2220301,False,20210114,Other,9.617750025784792
2002-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,John S. Mangopoulos,Reform,False,Total,12831,3129287,False,20210114,Other,0.4100295051236911
2002-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,Doug Dern,Natural Law,False,Total,10366,3129287,False,20210114,Other,0.33125756761843833
2002-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,Eric Borregard,Green,False,Total,23931,3129287,False,20210114,Other,0.7647428951067767
2002-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,7,2254636,False,20210114,Other,0.0003104714020356279
2002-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Norm Coleman,Republican,False,Total,1116697,2254636,False,20210114,Republican,49.52892617699708
2002-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,3,2254636,False,20210114,Other,0.0001330591723009834
2002-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,1790,2254636,False,20210114,Other,0.07939197280625342
2002-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Paul Wellstone,Democratic-Farmer-Labor,False,Total,11381,2254636,False,20210114,Democrat,0.5047821466524973
2002-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Jim Moore,Independence,False,Total,45139,2254636,False,20210114,Other,2.00205265949803
2002-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Ray Tricomo,Green,False,Total,10119,2254636,False,20210114,Other,0.44880858817121694
2002-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Walter F. Mondale,Democrat,False,Total,1067246,2254636,False,20210114,Democrat,47.335623133845104
2002-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Miro Drago,Constitution,False,Total,2254,2254636,False,20210114,Other,0.09997179145547219
2002-01-01,Mississippi,Ms,28,64,46,Us Senate,Statewide,Gen,False,Thad Cochran,Republican,False,Total,533269,630495,False,20210114,Republican,84.57941775906232
2002-01-01,Mississippi,Ms,28,64,46,Us Senate,Statewide,Gen,False,Shawn O'Hara,Reform,False,Total,97226,630495,False,20210114,Other,15.420582240937675
2002-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,True,Jean Carnahan,Democrat,False,Total,913778,1877620,False,20210114,Democrat,48.66682289281111
2002-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,True,Daniel (Digger) Romano,Green,False,Total,10465,1877620,False,20210114,Other,0.5573545232794708
2002-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,True,Jim Talent,Republican,False,Total,935032,1877620,False,20210114,Republican,49.798787827142874
2002-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,True,Tamara A. Millay,Libertarian,False,Total,18345,1877620,False,20210114,Libertarian,0.9770347567665448
2002-01-01,Montana,Mt,30,81,64,Us Senate,Statewide,Gen,False,Max Baucus,Democrat,False,Total,204853,326537,False,20210114,Democrat,62.735003996484316
2002-01-01,Montana,Mt,30,81,64,Us Senate,Statewide,Gen,False,Stan Jones,Libertarian,False,Total,10420,326537,False,20210114,Libertarian,3.1910625748383796
2002-01-01,Montana,Mt,30,81,64,Us Senate,Statewide,Gen,False,Mike Taylor,Republican,False,Total,103611,326537,False,20210114,Republican,31.730248027022974
2002-01-01,Montana,Mt,30,81,64,Us Senate,Statewide,Gen,False,Bob Kelleher,Green,False,Total,7653,326537,False,20210114,Other,2.34368540165433
2002-01-01,Nebraska,Ne,31,46,35,Us Senate,Statewide,Gen,False,Charlie A. Matulka,Democrat,False,Total,70290,480217,False,20210114,Democrat,14.637132796215043
2002-01-01,Nebraska,Ne,31,46,35,Us Senate,Statewide,Gen,False,Phil Chase,Independent,False,Total,5066,480217,False,20210114,Other,1.0549397459898338
2002-01-01,Nebraska,Ne,31,46,35,Us Senate,Statewide,Gen,False,Chuck Hagel,Republican,False,Total,397438,480217,False,20210114,Republican,82.76216793657866
2002-01-01,Nebraska,Ne,31,46,35,Us Senate,Statewide,Gen,False,John J. Graziano,Libertarian,False,Total,7423,480217,False,20210114,Libertarian,1.54575952121645
2002-01-01,New Hampshire,Nh,33,12,4,Us Senate,Statewide,Gen,False,Ken Blevens,Libertarian,False,Total,9835,447135,False,20210114,Libertarian,2.199559417178257
2002-01-01,New Hampshire,Nh,33,12,4,Us Senate,Statewide,Gen,False,Jeanne Shaheen,Democrat,False,Total,207478,447135,False,20210114,Democrat,46.40164603531372
2002-01-01,New Hampshire,Nh,33,12,4,Us Senate,Statewide,Gen,False,Scatter,Unknown Party,False,Total,197,447135,False,20210114,Other,0.04405828217428741
2002-01-01,New Hampshire,Nh,33,12,4,Us Senate,Statewide,Gen,False,John E. Sununu,Republican,False,Total,227229,447135,False,20210114,Republican,50.81888020396524
2002-01-01,New Hampshire,Nh,33,12,4,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,2396,447135,False,20210114,Other,0.5358560613684905
2002-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Gregory Pason,Socialist,False,Total,2702,2112604,False,20210114,Other,0.12789902887621155
2002-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Elizabeth Macron,Libertarian,False,Total,12558,2112604,False,20210114,Libertarian,0.5944322741034288
2002-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Norman E. Wahner,Conservative,False,Total,6404,2112604,False,20210114,Other,0.30313300552304173
2002-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Douglas R. Forrester,Republican,False,Total,928439,2112604,False,20210114,Republican,43.94761157320539
2002-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Frank R. Lautenberg,Democrat,False,Total,1138193,2112604,False,20210114,Democrat,53.87630620788373
2002-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Ted Glick,Green,False,Total,24308,2112604,False,20210114,Other,1.1506179104081975
2002-01-01,New Mexico,Nm,35,85,66,Us Senate,Statewide,Gen,False,Gloria Tristani,Democrat,False,Total,168863,483056,False,20210114,Democrat,34.95723063164519
2002-01-01,New Mexico,Nm,35,85,66,Us Senate,Statewide,Gen,False,Pete V. Domenici,Republican,False,Total,314193,483056,False,20210114,Republican,65.0427693683548
2002-01-01,North Carolina,Nc,37,56,47,Us Senate,Statewide,Gen,False,Sean Haugh,Libertarian,False,Total,33807,2331181,False,20210114,Libertarian,1.4502091429194044
2002-01-01,North Carolina,Nc,37,56,47,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,727,2331181,False,20210114,Other,0.031185909631212677
2002-01-01,North Carolina,Nc,37,56,47,Us Senate,Statewide,Gen,False,Erskine B. Bowles,Democrat,False,Total,1047983,2331181,False,20210114,Democrat,44.9550249422932
2002-01-01,Oklahoma,Ok,40,73,53,Us Senate,Statewide,Gen,False,James Germalic,Independent,False,Total,65056,1018424,False,20210114,Other,6.3879091616065615
2002-01-01,Oklahoma,Ok,40,73,53,Us Senate,Statewide,Gen,False,James M. Inhofe,Republican,False,Total,583579,1018424,False,20210114,Republican,57.30216491363126
2002-01-01,Oklahoma,Ok,40,73,53,Us Senate,Statewide,Gen,False,David Walters,Democrat,False,Total,369789,1018424,False,20210114,Democrat,36.30992592476218
2002-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,Gordon Smith,Republican,False,Total,712287,1267221,False,20210114,Republican,56.208585558477964
2002-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,Other,Unknown Party,False,Total,1354,1267221,False,20210114,Other,0.10684797679331387
2002-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,Dan Fitzgerald,Libertarian,False,Total,29979,1267221,False,20210114,Libertarian,2.365727840684458
2002-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,Lon Mabon,Constitution,False,Total,21703,1267221,False,20210114,Other,1.712645229206271
2002-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,Bill Bradbury,Democrat,False,Total,501898,1267221,False,20210114,Democrat,39.606193394837995
2002-01-01,Rhode Island,Ri,44,15,5,Us Senate,Statewide,Gen,False,Jack Reed,Democrat,False,Total,253774,323582,False,20210114,Democrat,78.42648849441564
2002-01-01,Rhode Island,Ri,44,15,5,Us Senate,Statewide,Gen,False,Robert G. Tingle,Republican,False,Total,69808,323582,False,20210114,Republican,21.573511505584364
2002-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Ted Adams,Constitution,False,Total,8228,1102912,False,20210114,Other,0.746025068183137
2002-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Lindsey O. Graham,Republican,False,Total,600010,1102912,False,20210114,Republican,54.402345790053964
2002-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Alex Sanders,Democrat,False,Total,487359,1102912,False,20210114,Democrat,44.18838493007602
2002-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Victor Kocher,Libertarian,False,Total,6648,1102912,False,20210114,Libertarian,0.6027679452213777
2002-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,667,1102912,False,20210114,Other,0.060476266465502235
2002-01-01,South Dakota,Sd,46,45,37,Us Senate,Statewide,Gen,False,Kurt Evans,Libertarian,False,Total,3071,337501,False,20210114,Libertarian,0.9099232298570967
2002-01-01,South Dakota,Sd,46,45,37,Us Senate,Statewide,Gen,False,Tim Johnson,Democrat,False,Total,167481,337501,False,20210114,Democrat,49.62385296636158
2002-01-01,South Dakota,Sd,46,45,37,Us Senate,Statewide,Gen,False,John Thune,Republican,False,Total,166949,337501,False,20210114,Republican,49.466223803781325
2002-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Wesley M. Baker,Independent,False,Total,6106,1642432,False,20210114,Other,0.3717657717336243
2002-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Karl Stanley Davidson,Independent,False,Total,2217,1642432,False,20210114,Other,0.13498275727701362
2002-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Bob Clement,Democrat,False,Total,728232,1642432,False,20210114,Democrat,44.33863928613179
2002-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,356,1642432,False,20210114,Other,0.021675174375560147
2002-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Connie Gammon,Independent,False,Total,5349,1642432,False,20210114,Other,0.32567558352491915
2002-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Basil J. Marceaux,Independent,False,Total,1170,1642432,False,20210114,Other,0.0712358258972061
2002-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,John Jay Hooker,Independent,False,Total,6401,1642432,False,20210114,Other,0.38972694151112497
2002-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Lamar Alexander,Republican,False,Total,891498,1642432,False,20210114,Republican,54.27914215017729
2002-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,H. Gary Keplinger,Independent,False,Total,1103,1642432,False,20210114,Other,0.06715650937146865
2002-01-01,Texas,Tx,48,74,49,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,1422,4514012,False,20210114,Other,0.031501910052520905
2002-01-01,Texas,Tx,48,74,49,Us Senate,Statewide,Gen,False,Roy H. Williams,Green,False,Total,25051,4514012,False,20210114,Other,0.5549608640827716
2002-01-01,Texas,Tx,48,74,49,Us Senate,Statewide,Gen,False,Scott Lanier Jameson,Libertarian,False,Total,35538,4514012,False,20210114,Libertarian,0.7872819124096259
2002-01-01,Virginia,Va,51,54,40,Us Senate,Statewide,Gen,False,Nancy B. Spannaus,Independent,False,Total,145102,1489422,False,20210114,Other,9.742168438494932
2002-01-01,Virginia,Va,51,54,40,Us Senate,Statewide,Gen,False,Jacob G. Hornberger Jr.,Independent,False,Total,106055,1489422,False,20210114,Other,7.120547433836751
2002-01-01,Virginia,Va,51,54,40,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,8371,1489422,False,20210114,Other,0.562030102952689
2002-01-01,West Virginia,Wv,54,55,56,Us Senate,Statewide,Gen,False,Jay Wolfe,Republican,False,Total,160902,436183,False,20210114,Republican,36.88864536215304
2002-01-01,West Virginia,Wv,54,55,56,Us Senate,Statewide,Gen,False,John D. Rockefeller Iv,Democrat,False,Total,275281,436183,False,20210114,Democrat,63.11135463784696
2002-01-01,Wyoming,Wy,56,83,68,Us Senate,Statewide,Gen,False,Joyce Jansa Corcoran,Democrat,False,Total,49570,183280,False,20210114,Democrat,27.046049759930163
2002-01-01,Wyoming,Wy,56,83,68,Us Senate,Statewide,Gen,False,Michael B. Enzi,Republican,False,Total,133710,183280,False,20210114,Republican,72.95395024006984
2004-01-01,Alabama,Al,1,63,41,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,1848,1839066,False,20210114,Other,0.10048579006952442
2004-01-01,Alabama,Al,1,63,41,Us Senate,Statewide,Gen,False,Wayne Sowell,Democrat,False,Total,595018,1839066,False,20210114,Democrat,32.354358136140846
2004-01-01,Alaska,Ak,2,94,81,Us Senate,Statewide,Gen,False,Jim Skyes,Green,False,Total,3053,308315,False,20210114,Other,0.990221040169956
2004-01-01,Alaska,Ak,2,94,81,Us Senate,Statewide,Gen,False,Tony Knowles,Democrat,False,Total,140424,308315,False,20210114,Democrat,45.545627037283296
2004-01-01,Alaska,Ak,2,94,81,Us Senate,Statewide,Gen,False,Lisa Murkowski,Republican,False,Total,149773,308315,False,20210114,Republican,48.577915443620974
2004-01-01,Alaska,Ak,2,94,81,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,423,308315,False,20210114,Other,0.13719734686927332
2004-01-01,Alaska,Ak,2,94,81,Us Senate,Statewide,Gen,False,Scott A. Kohlhaas,Alaska Libertarian,False,Total,1240,308315,False,20210114,Other,0.40218607592883904
2004-01-01,Alaska,Ak,2,94,81,Us Senate,Statewide,Gen,False,Marc J. Millican,Nonpartisan,False,Total,8885,308315,False,20210114,Other,2.8817929714739794
2004-01-01,Alaska,Ak,2,94,81,Us Senate,Statewide,Gen,False,Jerry Sanders,Alaskan Independence,False,Total,3785,308315,False,20210114,Other,1.227640562411819
2004-01-01,Alaska,Ak,2,94,81,Us Senate,Statewide,Gen,False,"Ted ""Big"" Gianoutsos",Nonpartisan,False,Total,732,308315,False,20210114,Other,0.23741952224186302
2004-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Ernest Hancock,Libertarian,False,Total,51798,1961677,False,20210114,Libertarian,2.6404958614491583
2004-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Stuart Starky,Democrat,False,Total,404507,1961677,False,20210114,Democrat,20.620469119024182
2004-01-01,Arkansas,Ar,5,71,42,Us Senate,Statewide,Gen,False,Glen A. Schwarz,Unknown Party,True,Total,212,1039349,False,20210114,Other,0.020397383362085304
2004-01-01,Arkansas,Ar,5,71,42,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,128,1039349,False,20210114,Other,0.012315401275221315
2004-01-01,Arkansas,Ar,5,71,42,Us Senate,Statewide,Gen,False,Blanche L. Lincoln,Democrat,False,Total,580973,1039349,False,20210114,Democrat,55.897778320852765
2004-01-01,Arkansas,Ar,5,71,42,Us Senate,Statewide,Gen,False,Jim Holt,Republican,False,Total,458036,1039349,False,20210114,Republican,44.06950889450993
2004-01-01,Colorado,Co,8,84,62,Us Senate,Statewide,Gen,False,Ken Salazar,Democrat,False,Total,1081188,2107472,False,20210114,Democrat,51.30260330860861
2004-01-01,Colorado,Co,8,84,62,Us Senate,Statewide,Gen,False,Finn Gotaas,Unaffiliated,False,Total,1750,2107472,False,20210114,Other,0.08303787665980852
2004-01-01,Colorado,Co,8,84,62,Us Senate,Statewide,Gen,False,"Douglas ""Dayhorse"" Campbell",American Constitution,False,Total,18783,2107472,False,20210114,Other,0.8912573927435335
2004-01-01,Colorado,Co,8,84,62,Us Senate,Statewide,Gen,False,Richard Randall,Libertarian,False,Total,10160,2107472,False,20210114,Libertarian,0.4820941867792312
2004-01-01,Colorado,Co,8,84,62,Us Senate,Statewide,Gen,False,Victor Good,Reform,False,Total,6481,2107472,False,20210114,Other,0.3075248449326966
2004-01-01,Colorado,Co,8,84,62,Us Senate,Statewide,Gen,False,Pete Coors,Republican,False,Total,980668,2107472,False,20210114,Republican,46.53290767326921
2004-01-01,Colorado,Co,8,84,62,Us Senate,Statewide,Gen,False,John R. Harris,Independent,False,Total,8442,2107472,False,20210114,Other,0.4005747170069163
2004-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Leonard H. Rasch,Libertarian,False,Total,9188,1424726,False,20210114,Libertarian,0.644895930866707
2004-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Jack C. Orchulli,Republican,False,Total,457749,1424726,False,20210114,Republican,32.12891461235353
2004-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Christopher J. Dodd,Democrat,False,Total,945347,1424726,False,20210114,Democrat,66.35289873280897
2004-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Timothy A. Knibbs,Concerned Citizens,False,Total,12442,1424726,False,20210114,Other,0.8732907239707846
2004-01-01,Georgia,Ga,13,58,44,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,7,3220981,False,20210114,Other,0.00021732509443551516
2004-01-01,Georgia,Ga,13,58,44,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,31,3220981,False,20210114,Other,0.00096243970392871
2004-01-01,Georgia,Ga,13,58,44,Us Senate,Statewide,Gen,False,Allen Buckley,Libertarian,False,Total,69051,3220981,False,20210114,Libertarian,2.143787870838108
2004-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Daniel K. Inouye,Democrat,False,Total,313629,415347,False,20210114,Democrat,75.51011563824946
2004-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Jim Brewer,Nonpartisan,False,Total,9269,415347,False,20210114,Other,2.231628012240368
2004-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Cam Cavasso,Republican,False,Total,87172,415347,False,20210114,Republican,20.987752409431153
2004-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Jeff Mallan,Libertarian,False,Total,5277,415347,False,20210114,Libertarian,1.2705039400790181
2004-01-01,Idaho,Id,16,82,63,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,4136,503932,False,20210114,Other,0.8207456561599581
2004-01-01,Idaho,Id,16,82,63,Us Senate,Statewide,Gen,False,Mike Crapo,Republican,False,Total,499796,503932,False,20210114,Republican,99.17925434384004
2004-01-01,Illinois,Il,17,33,21,Us Senate,Statewide,Gen,False,Jerry Kohn,Libertarian,False,Total,69253,5141520,False,20210114,Libertarian,1.3469363145528948
2004-01-01,Illinois,Il,17,33,21,Us Senate,Statewide,Gen,False,Albert J. Franzen,Independent,False,Total,81164,5141520,False,20210114,Other,1.578599324713314
2004-01-01,Illinois,Il,17,33,21,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,2957,5141520,False,20210114,Other,0.05751217538782305
2004-01-01,Indiana,In,18,32,22,Us Senate,Statewide,Gen,False,Albert Barger,Libertarian,False,Total,27344,2428233,False,20210114,Libertarian,1.1260863352075356
2004-01-01,Indiana,In,18,32,22,Us Senate,Statewide,Gen,False,Marvin Scott,Republican,False,Total,903913,2428233,False,20210114,Republican,37.22513449080051
2004-01-01,Iowa,Ia,19,42,31,Us Senate,Statewide,Gen,False,Arthur Small,Democrat,False,Total,412365,1479228,False,20210114,Democrat,27.877041267471952
2004-01-01,Iowa,Ia,19,42,31,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,475,1479228,False,20210114,Other,0.032111344566219675
2004-01-01,Iowa,Ia,19,42,31,Us Senate,Statewide,Gen,False,Christy Ann Welty,Libertarian,False,Total,15218,1479228,False,20210114,Libertarian,1.0287798770710126
2004-01-01,Iowa,Ia,19,42,31,Us Senate,Statewide,Gen,False,Edwin Fruit,Socialist Workers,False,Total,1874,1479228,False,20210114,Other,0.12668770466756984
2004-01-01,Iowa,Ia,19,42,31,Us Senate,Statewide,Gen,False,Daryl A. Northrop,Green,False,Total,11121,1479228,False,20210114,Other,0.7518110798335348
2004-01-01,Iowa,Ia,19,42,31,Us Senate,Statewide,Gen,False,Charles E. Grassley,Republican,False,Total,1038175,1479228,False,20210114,Republican,70.18356872638971
2004-01-01,Kansas,Ks,20,47,32,Us Senate,Statewide,Gen,False,George Cook,Reform,False,Total,15980,1129022,False,20210114,Other,1.415384288348677
2004-01-01,Kansas,Ks,20,47,32,Us Senate,Statewide,Gen,False,Lee Jones,Democrat,False,Total,310337,1129022,False,20210114,Democrat,27.487241169791197
2004-01-01,Kansas,Ks,20,47,32,Us Senate,Statewide,Gen,False,Steven A. Rosile,Libertarian,False,Total,21842,1129022,False,20210114,Libertarian,1.9345947200320277
2004-01-01,Kansas,Ks,20,47,32,Us Senate,Statewide,Gen,False,Sam Brownback,Republican,False,Total,780863,1129022,False,20210114,Republican,69.1627798218281
2004-01-01,Kentucky,Ky,21,61,51,Us Senate,Statewide,Gen,False,Daniel Mongiardo,Democrat,False,Total,850855,1724362,False,20210114,Democrat,49.34317736067021
2004-01-01,Kentucky,Ky,21,61,51,Us Senate,Statewide,Gen,False,Jim Bunning,Republican,False,Total,873507,1724362,False,20210114,Republican,50.65682263932979
2004-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,John Kennedy,Democrat,False,Total,275821,1848056,False,20210114,Democrat,14.924926517378262
2004-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,Richard M. Fontanesi,Other,False,Total,15097,1848056,False,20210114,Other,0.8169124745137594
2004-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,"Sam Houston Melton, Jr.",Democrat,False,Total,12289,1848056,False,20210114,Democrat,0.6649690269126044
2004-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,Christopher John,Democrat,False,Total,542150,1848056,False,20210114,Democrat,29.336232235386806
2004-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,David Vitter,Republican,False,Total,943014,1848056,False,20210114,Republican,51.02734982056821
2004-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,Arthur A. Morrell,Democrat,False,Total,47222,1848056,False,20210114,Democrat,2.555225599224266
2004-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,"R. A. ""Skip"" Galan",Other,False,Total,12463,1848056,False,20210114,Other,0.6743843260160948
2004-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,47,2321931,False,20210114,Other,0.002024177290367371
2004-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,E. J. Pipkin,Republican,False,Total,783055,2321931,False,20210114,Republican,33.72430102358769
2004-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,204,2321931,False,20210114,Other,0.008785790792232845
2004-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,109,2321931,False,20210114,Other,0.004694368609575392
